Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000143420	ENSA	Approved			Cytosol;Microtubules;Nucleoli;Nucleus					Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000143434	SEMA6C	Approved		Plasma membrane	Cytosol;Nucleoli fibrillar center;Nucleoplasm		Nucleoli fibrillar center;Nucleoplasm;Plasma membrane			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000143436	MRPL9	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000143437	ARNT	Supported		Nuclear bodies;Nucleus						Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000143442	POGZ	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000143450	OAZ3	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000143452	HORMAD1	Approved			Nucleoli;Nucleoplasm		Nucleoli			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000143457	GOLPH3L	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000143458	GABPB2	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000143469	SYT14	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000143473	KCNH1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000143476	DTL	Enhanced	Nucleus		Cytosol		Nucleus			Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000143479	DYRK3	Supported		Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000143486	EIF2D	Approved		Cytosol		Nuclear bodies				Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000143493	INTS7	Supported		Nuclear bodies			Nuclear bodies			Nuclear bodies (GO:0016604)
ENSG00000143494	VASH2	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000143498	TAF1A	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000143499	SMYD2	Approved			Cytosol;Intermediate filaments;Mitochondria					Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Mitochondria (GO:0005739)
ENSG00000143502	SUSD4	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000143507	DUSP10	Supported		Cytosol;Nucleoplasm	Golgi apparatus		Golgi apparatus			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000143512	HHIPL2	Uncertain				Cytosol;Mitochondria	Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000143514	TP53BP2	Enhanced	Cell Junctions;Cytosol							Cell Junctions (GO:0030054);Cytosol (GO:0005829)
ENSG00000143537	ADAM15	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000143543	JTB	Approved			Actin filaments;Vesicles					Actin filaments (GO:0015629);Vesicles (GO:0043231)
ENSG00000143545	RAB13	Supported		Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000143546	S100A8	Supported		Intermediate filaments						Intermediate filaments (GO:0045111)
ENSG00000143549	TPM3	Approved			Actin filaments;Cytosol					Actin filaments (GO:0015629);Cytosol (GO:0005829)
ENSG00000143552	NUP210L	Approved			Nuclear bodies		Nuclear bodies			Nuclear bodies (GO:0016604)
ENSG00000143553	SNAPIN	Approved			Golgi apparatus;Nucleoli					Golgi apparatus (GO:0005794);Nucleoli (GO:0005730)
ENSG00000143554	SLC27A3	Supported		Endoplasmic reticulum			Endoplasmic reticulum			Endoplasmic reticulum (GO:0005783)
ENSG00000143569	UBAP2L	Approved			Cytosol;Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000143570	SLC39A1	Uncertain				Cytosol				Cytosol (GO:0005829)
ENSG00000143575	HAX1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000143578	CREB3L4	Approved			Mitochondria;Nuclear membrane;Nucleoplasm		Mitochondria			Mitochondria (GO:0005739);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000143603	KCNN3	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000143614	GATAD2B	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000143621	ILF2	Enhanced	Nucleus	Nucleoli					N/A (custom data)	Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000143624	INTS3	Supported		Nucleoli;Nucleus						Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000143627	PKLR	Approved			Endoplasmic reticulum;Golgi apparatus			Endoplasmic reticulum;Golgi apparatus		Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794)
ENSG00000143631	FLG	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000143633	C1orf131	Enhanced	Nucleoli		Cytosol;Nucleus					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000143641	GALNT2	Enhanced	Golgi apparatus							Golgi apparatus (GO:0005794)
ENSG00000143643	TTC13	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000143653	SCCPDH	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000143669	LYST	Approved			Microtubule organizing center;Nucleoplasm;Plasma membrane		Nucleoplasm			Microtubule organizing center (GO:0005815);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000143674	MAP3K21	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000143702	CEP170	Enhanced	Centrosome		Cytosol	Plasma membrane				Centrosome (GO:0005813);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000143727	ACP1	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000143740	SNAP47	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000143748	NVL	Enhanced	Nucleoli							Nucleoli (GO:0005730)
ENSG00000143751	SDE2	Approved			Cytosol;Golgi apparatus;Nuclear speckles;Plasma membrane					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000143753	DEGS1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000143756	FBXO28	Supported		Nucleus		Focal adhesion sites				Focal adhesion sites (GO:0005925);Nucleus (GO:0005634)
ENSG00000143761	ARF1	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000143772	ITPKB	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000143774	GUK1	Uncertain				Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000143776	CDC42BPA	Approved			Intermediate filaments					Intermediate filaments (GO:0045111)
ENSG00000143793	C1orf35	Approved			Cytosol;Nuclear speckles;Plasma membrane		Cytosol;Plasma membrane			Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000143797	MBOAT2	Approved			Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000143799	PARP1	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000143801	PSEN2	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000143811	PYCR2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000143815	LBR	Enhanced	Nuclear membrane							Nuclear membrane (GO:0031965)
ENSG00000143842	SOX13	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000143850	PLEKHA6	Supported		Cell Junctions;Vesicles	Microtubule organizing center					Cell Junctions (GO:0030054);Microtubule organizing center (GO:0005815);Vesicles (GO:0043231)
ENSG00000143858	SYT2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000143870	PDIA6	Supported		Endoplasmic reticulum	Cytosol					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000143882	ATP6V1C2	Uncertain				Mitochondria				Mitochondria (GO:0005739)
ENSG00000143889	HNRNPLL	Approved			Cytosol;Mitochondria;Nucleus		Nucleus			Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000143891	GALM	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000143919	CAMKMT	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000143921	ABCG8	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000143924	EML4	Supported		Microtubules	Cytosol;Intermediate filaments					Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Microtubules (GO:0015630)
ENSG00000143942	CHAC2	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000143947	RPS27A	Approved			Cytosol;Endoplasmic reticulum;Nucleoli					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000143951	WDPCP	Approved			Cell Junctions		Cell Junctions			Cell Junctions (GO:0030054)
ENSG00000143952	VPS54	Enhanced	Golgi apparatus		Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000143954	REG3G	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000143970	ASXL2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000143971	ETAA1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000143977	SNRPG	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000143995	MEIS1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000144021	CIAO1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144026	ZNF514	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000144028	SNRNP200	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000144029	MRPS5	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000144034	TPRKB	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000144035	NAT8	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000144036	EXOC6B	Approved			Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000144040	SFXN5	Approved			Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000144043	TEX261	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144045	DQX1	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000144048	DUSP11	Supported		Nucleus	Cytokinetic bridge;Nucleoli fibrillar center		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000144057	ST6GAL2	Approved			Nucleoli fibrillar center;Nucleus					Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000144061	NPHP1	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000144120	TMEM177	Approved			Nucleoli fibrillar center;Nucleus					Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000144134	RABL2A	Approved			Centrosome;Vesicles					Centrosome (GO:0005813);Vesicles (GO:0043231)
ENSG00000144136	SLC20A1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144152	FBLN7	Approved			Cell Junctions;Plasma membrane					Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000144161	ZC3H8	Supported		Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000144218	AFF3	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144224	UBXN4	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000144228	SPOPL	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144229	THSD7B	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144230	GPR17	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144231	POLR2D	Supported		Nuclear speckles;Nucleoplasm						Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000144233	AMMECR1L	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000144283	PKP4	Enhanced	Cell Junctions	Plasma membrane						Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000144285	SCN1A	Supported		Plasma membrane	Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000144306	SCRN3	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000144320	LNPK	Supported		Endoplasmic reticulum		Nucleoplasm				Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
ENSG00000144331	ZNF385B	Supported		Nucleoli fibrillar center						Nucleoli fibrillar center (GO:0001650)
ENSG00000144339	TMEFF2	Uncertain				Cytokinetic bridge;Microtubules	Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630)
ENSG00000144354	CDCA7	Supported		Cytosol;Nucleoplasm			Nucleoplasm		N/A (custom data)	Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144355	DLX1	Approved			Cell Junctions;Nucleus;Vesicles					Cell Junctions (GO:0030054);Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000144357	UBR3	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000144362	PHOSPHO2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144366	GULP1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144369	FAM171B	Approved			Mitochondria;Nucleus					Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000144381	HSPD1	Enhanced	Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000144395	CCDC150	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000144401	METTL21A	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000144406	UNC80	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144426	NBEAL1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000144445	KANSL1L	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000144451	SPAG16	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000144452	ABCA12	Approved			Cytosol;Nucleoli;Plasma membrane;Vesicles					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000144460	NYAP2	Approved			Intermediate filaments;Nucleoplasm					Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
ENSG00000144468	RHBDD1	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000144476	ACKR3	Supported		Plasma membrane	Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000144485	HES6	Approved			Cytosol;Nuclear bodies;Nucleoli;Nucleus		Nuclear bodies			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000144504	ANKMY1	Approved			Cytosol;Nuclear bodies;Nucleus					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000144524	COPS7B	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000144554	FANCD2	Supported		Nuclear bodies;Nucleoli;Nucleus		Cytosol	Nuclear bodies;Nucleus			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000144559	TAMM41	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000144560	VGLL4	Approved			Nucleoli fibrillar center;Nucleus					Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000144567	FAM134A	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000144579	CTDSP1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000144589	STK11IP	Enhanced	Vesicles							Vesicles (GO:0043231)
ENSG00000144591	GMPPA	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000144596	GRIP2	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000144597	EAF1	Supported	Nuclear bodies		Nucleoplasm;Vesicles	Cytokinetic bridge	Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000144635	DYNC1LI1	Supported		Centrosome;Cytosol						Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000144642	RBMS3	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144644	GADL1	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000144645	OSBPL10	Approved			Cytosol;Golgi apparatus;Plasma membrane					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000144648	ACKR2	Supported		Cytosol;Vesicles	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000144649	FAM198A	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000144655	CSRNP1	Enhanced	Nucleoplasm			Vesicles				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000144668	ITGA9	Approved			Cell Junctions;Nucleoplasm;Plasma membrane;Vesicles					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000144674	GOLGA4	Supported		Cytosol;Golgi apparatus	Vesicles					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000144677	CTDSPL	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000144681	STAC	Uncertain				Nucleoplasm;Plasma membrane				Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000144711	IQSEC1	Approved			Nucleoli;Vesicles					Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000144712	CAND2	Approved			Cytosol;Nuclear bodies					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000144713	RPL32	Approved			Cytosol;Endoplasmic reticulum					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000144730	IL17RD	Supported		Golgi apparatus;Nucleoplasm						Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000144736	SHQ1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000144741	SLC25A26	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000144744	UBA3	Approved			Centrosome;Cytosol;Nucleoplasm;Plasma membrane		Cytosol;Plasma membrane			Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000144746	ARL6IP5	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000144747	TMF1	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000144749	LRIG1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000144791	LIMD1	Supported		Focal adhesion sites;Nucleus						Focal adhesion sites (GO:0005925);Nucleus (GO:0005634)
ENSG00000144792	ZNF660	Uncertain				Cytosol;Nucleoli fibrillar center				Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650)
ENSG00000144802	NFKBIZ	Supported		Nuclear speckles	Cytoplasmic bodies					Cytoplasmic bodies (GO:0036464);Nuclear speckles (GO:0016607)
ENSG00000144810	COL8A1	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000144815	NXPE3	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000144821	MYH15	Approved			Centrosome;Mitochondria;Nucleoplasm		Mitochondria			Centrosome (GO:0005813);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000144824	PHLDB2	Supported		Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000144827	ABHD10	Approved			Mitochondria		Mitochondria			Mitochondria (GO:0005739)
ENSG00000144837	PLA1A	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000144840	RABL3	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000144843	ADPRH	Approved			Nuclear membrane;Nucleus					Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000144847	IGSF11	Approved			Cell Junctions;Cytosol;Nucleus					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000144848	ATG3	Supported		Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000144852	NR1I2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000144857	BOC	Supported		Nucleoplasm;Plasma membrane			Nucleoplasm			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000144867	SRPRB	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000144868	TMEM108	Approved			Cytosol;Nucleoli;Plasma membrane;Vesicles					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000144891	AGTR1	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000144893	MED12L	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000144895	EIF2A	Approved			Cytosol;Mitochondria		Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000144908	ALDH1L1	Supported	Cytosol				Cytosol			Cytosol (GO:0005829)
ENSG00000144909	OSBPL11	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000144935	TRPC1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000144959	NCEH1	Approved			Endoplasmic reticulum		Endoplasmic reticulum			Endoplasmic reticulum (GO:0005783)
ENSG00000145002	FAM86B2	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000145012	LPP	Enhanced	Cytosol;Focal adhesion sites							Cytosol (GO:0005829);Focal adhesion sites (GO:0005925)
ENSG00000145014	TMEM44	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000145016	RUBCN	Supported		Vesicles	Cytosol					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000145020	AMT	Supported		Mitochondria	Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000145022	TCTA	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000145029	NICN1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000145040	UCN2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000145041	DCAF1	Enhanced	Nucleoli fibrillar center;Nucleus				Nucleus			Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000145050	MANF	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000145191	EIF2B5	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000145192	AHSG	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000145194	ECE2	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000145198	VWA5B2	Approved			Golgi apparatus;Nucleus					Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000145216	FIP1L1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000145217	SLC26A1	Approved			Microtubules					Microtubules (GO:0015630)
ENSG00000145220	LYAR	Supported		Nucleoli	Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000145241	CENPC	Enhanced	Nuclear bodies							Nuclear bodies (GO:0016604)
ENSG00000145244	CORIN	Approved			Plasma membrane	Actin filaments;Nuclear bodies	Nuclear bodies			Actin filaments (GO:0015629);Nuclear bodies (GO:0016604);Plasma membrane (GO:0005886)
ENSG00000145246	ATP10D	Supported		Plasma membrane	Nucleoplasm					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000145247	OCIAD2	Enhanced	Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000145287	PLAC8	Approved			Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000145293	ENOPH1	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000145331	TRMT10A	Approved			Actin filaments;Cytosol;Nucleoli;Nucleoplasm					Actin filaments (GO:0015629);Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000145332	KLHL8	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000145337	PYURF	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000145348	TBCK	Approved			Nucleoli fibrillar center;Nucleoplasm					Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000145349	CAMK2D	Supported		Cell Junctions;Plasma membrane	Cytosol					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000145354	CISD2	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000145358	DDIT4L	Uncertain				Actin filaments;Nucleoplasm;Plasma membrane				Actin filaments (GO:0015629);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000145362	ANK2	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000145365	TIFA	Approved			Cytosol;Nucleoli;Nucleus					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000145375	SPATA5	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000145384	FABP2	Approved			Actin filaments;Cytosol;Plasma membrane		Actin filaments			Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000145386	CCNA2	Enhanced	Cytosol;Nucleoplasm				Nucleoplasm	Cytosol;Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000145388	METTL14	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000145390	USP53	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000145391	SETD7	Supported		Nucleoli			Nucleoli			Nucleoli (GO:0005730)
ENSG00000145414	NAF1	Enhanced	Nucleus	Cytosol						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000145416	MARCH1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000145423	SFRP2	Approved			Intermediate filaments					Intermediate filaments (GO:0045111)
